zone,ward,colony,year,month,mean_ndvi
8,63,266,2018,1,0.1817434612656193
8,63,267,2018,1,0.1688886161048572
8,63,268,2018,1,0.2318401952963183
8,63,269,2018,1,0.148602675188227
8,63,270,2018,1,0.1268616933671255
8,63,284,2018,1,0.1536219260271857
8,63,288,2018,1,0.1596998921791816
8,63,289,2018,1,0.1281805071914405
8,63,290,2018,1,0.1433199529778467
8,63,295,2018,1,0.1788448850140301
8,63,958,2018,1,0.0526181810496308
8,63,1591,2018,1,0.2314619502314814
8,63,2324,2018,1,-0.0337220281362533
8,64,867,2018,1,0.2177821333690356
8,64,1154,2018,1,0.1705275624654793
8,64,1588,2018,1,0.1628317427400402
8,65,301,2018,1,0.3546702221654952
8,65,868,2018,1,0.1686119742656588
8,65,1930,2018,1,0.236965552510669
8,65,1931,2018,1,0.225696231617647
8,66,275,2018,1,0.3009558985996691
8,66,276,2018,1,0.1718402688688631
8,66,299,2018,1,0.2108707738310583
8,66,300,2018,1,0.274273447746778
8,66,665,2018,1,0.209446366124117
8,66,666,2018,1,0.2068973580318099
8,66,1599,2018,1,0.311402048298977
8,67,1205,2018,1,0.241595828534537
8,67,1207,2018,1,0.1843844043965242
8,67,1711,2018,1,0.1131933337542844
8,67,1712,2018,1,0.0761994912590779
8,68,364,2018,1,0.08303925822155
8,68,944,2018,1,0.2203542070627388
11,69,337,2018,1,0.1280364990234375
11,69,838,2018,1,0.1643714706103007
11,69,862,2018,1,0.1037451194150604
11,69,946,2018,1,0.2489922310621753
11,69,1674,2018,1,0.2939324196207398
11,69,1675,2018,1,0.2418126697781719
11,69,2131,2018,1,0.0670769214630127
11,69,2289,2018,1,0.0490988194942474
6,70,335,2018,1,0.1271438598632812
6,70,336,2018,1,0.1108733101125143
6,70,347,2018,1,0.149969527970499
6,70,348,2018,1,0.0816552321116129
6,70,351,2018,1,0.1588616545898695
6,70,667,2018,1,0.1046836699672679
6,70,940,2018,1,0.1983271785668137
6,70,1415,2018,1,0.1160884174547697
6,70,1416,2018,1,0.1231606820913461
6,70,1418,2018,1,0.1216346695578309
6,71,329,2018,1,0.1459422274502841
6,71,330,2018,1,0.101892475561469
6,71,331,2018,1,0.1476354496892565
6,71,332,2018,1,0.1200035533865864
6,71,664,2018,1,0.1996787175853702
6,71,1600,2018,1,0.1505305391950383
6,71,1602,2018,1,0.2147163235042062
6,72,346,2018,1,0.3046238184596196
6,72,1379,2018,1,0.1997738216088674
6,72,1453,2018,1,0.1503570493587777
6,72,1454,2018,1,0.1600571642239523
6,72,1491,2018,1,0.1298175837132278
6,72,1601,2018,1,0.185971373065388
11,73,357,2018,1,0.2243215104807978
11,73,853,2018,1,0.2860433489572396
11,73,943,2018,1,0.1832313299664336
11,73,2329,2018,1,0.3156518936157226
12,74,345,2018,1,0.152907758889739
12,74,352,2018,1,0.0917020311542585
12,74,353,2018,1,0.1587931746143405
12,74,681,2018,1,0.0899472265887114
12,74,1189,2018,1,0.0973063461653148
12,74,1190,2018,1,0.2021997200347453
12,74,1211,2018,1,0.0969904224167965
12,74,1212,2018,1,0.1697992270991393
12,74,1255,2018,1,0.1234911463693706
12,74,1256,2018,1,0.151944843405423
12,74,1257,2018,1,0.0884742882601015
12,74,1609,2018,1,0.1399982811779494
12,74,1610,2018,1,0.0978375635329325
12,74,1763,2018,1,0.1225008326252614
12,74,1764,2018,1,0.1913038114222084
12,74,1765,2018,1,0.0745828321116429
12,74,1766,2018,1,0.132856267743406
12,74,1767,2018,1,0.1109271922799331
12,74,2250,2018,1,0.0641025677323341
11,75,646,2018,1,0.1664239907566505
11,75,647,2018,1,0.1201285236286667
11,75,648,2018,1,0.1884087586018673
11,75,837,2018,1,0.1995256063684138
11,75,1554,2018,1,0.1413662941533521
11,75,1555,2018,1,0.2462076972748717
11,75,1870,2018,1,0.1722544022695979
11,76,51,2018,1,0.1484155569648986
11,76,52,2018,1,0.2679256732647235
11,76,53,2018,1,0.0497791471935453
11,76,54,2018,1,0.0533024841153682
11,76,65,2018,1,0.127793500212585
11,76,66,2018,1,0.0734700099807555
11,76,840,2018,1,0.1538750048931138
11,76,842,2018,1,0.087035921292898
11,76,886,2018,1,0.1526612053500371
11,76,1215,2018,1,0.1533189587417815
11,76,1216,2018,1,0.2452079278451425
11,76,1518,2018,1,0.0804143156985469
11,76,1871,2018,1,0.0869387264909415
11,76,1872,2018,1,0.0913984457251407
6,77,307,2018,1,0.2066122632507884
6,77,308,2018,1,0.1511335189525897
6,77,341,2018,1,0.1561500643506462
6,77,342,2018,1,0.1747545440694574
6,77,1598,2018,1,0.3059579976465107
6,78,68,2018,1,0.1469666042408359
6,78,333,2018,1,0.295432180818578
6,78,366,2018,1,0.2905638357131817
6,78,367,2018,1,0.1412861803407082
6,78,368,2018,1,0.1778237453795419
6,78,369,2018,1,0.1777163995481004
6,78,660,2018,1,0.2222723635087102
6,78,1110,2018,1,0.2741669855317887
6,78,1519,2018,1,0.072039757390649
5,79,14,2018,1,0.2130505123653927
5,79,18,2018,1,0.1040232706878144
5,79,19,2018,1,0.0998230767004268
5,79,39,2018,1,0.0691843782208792
5,79,1301,2018,1,0.0553211346268653
5,79,1306,2018,1,0.05181281932079
5,79,1308,2018,1,0.0856876320309109
5,79,1309,2018,1,0.1116256895519438
5,79,1311,2018,1,0.0531417187129225
5,79,1312,2018,1,0.0554059333801269
5,79,1322,2018,1,0.0931580583901669
5,79,1753,2018,1,0.0995647980136121
5,80,1,2018,1,0.1082355411908098
5,80,2,2018,1,0.089967796688988
5,80,3,2018,1,0.09267737724588
5,80,4,2018,1,0.0748829083009199
5,80,7,2018,1,0.0785797431123301
5,80,8,2018,1,0.0780451449022552
5,80,9,2018,1,0.1060623832370924
5,80,10,2018,1,0.1047704188028971
5,80,11,2018,1,0.2608999444918057
5,80,12,2018,1,0.1906782752052347
5,80,13,2018,1,0.1222899754842122
5,80,38,2018,1,0.192430885392006
5,80,344,2018,1,0.1274732637011315
5,80,474,2018,1,0.1620564104264716
5,80,475,2018,1,0.1059616058471193
5,80,476,2018,1,0.1051635468732498
5,80,1307,2018,1,0.1213957263577368
5,80,1310,2018,1,0.0631259300492026
5,80,1313,2018,1,0.1053954592364453
5,80,1314,2018,1,0.053906365523955
5,81,20,2018,1,0.0722184483009048
5,81,23,2018,1,0.2308941887109784
5,81,28,2018,1,0.0624578528128858
5,81,32,2018,1,0.2913688962735454
5,81,33,2018,1,0.2201933363463981
5,81,34,2018,1,0.2430524839060368
5,81,35,2018,1,0.2745680110469745
5,81,64,2018,1,0.1053545413873134
5,81,70,2018,1,0.1505397983364292
5,82,67,2018,1,0.0711559061539302
5,82,1318,2018,1,0.0611727974631569
5,82,1319,2018,1,0.0638678168561914
5,82,1320,2018,1,0.0707082139684798
5,82,1349,2018,1,0.082269789172757
5,82,1350,2018,1,0.0933860593137487
5,83,17,2018,1,0.0574808734958454
5,83,40,2018,1,0.0631624729789082
5,83,890,2018,1,0.0603146207505378
5,83,1156,2018,1,0.0663755416870117
5,83,1317,2018,1,0.1113238026079822
5,83,1321,2018,1,0.0639397119220934
5,83,2125,2018,1,0.0268423613160848
5,84,29,2018,1,0.0579578539463862
5,84,30,2018,1,0.0558106725356158
5,84,69,2018,1,0.070034602989897
5,84,1315,2018,1,0.0605753007873604
5,84,1316,2018,1,0.0510532888206275
11,85,31,2018,1,0.0925075117363987
11,85,885,2018,1,0.0675036527672592
5,86,5,2018,1,0.0949140902488462
5,86,6,2018,1,0.0844357526755031
5,86,15,2018,1,0.091338479137241
5,86,16,2018,1,0.0860549620817179
5,86,1155,2018,1,0.070498905849402
5,86,1302,2018,1,0.0651742608507693
5,86,1303,2018,1,0.083130755801472
5,86,1304,2018,1,0.0627711716048214
5,86,1305,2018,1,0.0615152348863317
11,87,57,2018,1,0.0789266940155719
11,88,42,2018,1,0.0509538582230524
11,88,55,2018,1,0.0828358488879316
11,88,71,2018,1,0.1271545636599466
11,88,682,2018,1,0.1249545858781172
11,88,683,2018,1,0.1162271902270714
11,88,1757,2018,1,0.0941622309441114
11,88,1758,2018,1,0.0947780344955148
11,89,56,2018,1,0.0515375962624183
11,89,58,2018,1,0.0805454532498697
11,89,59,2018,1,0.0827895303456748
11,89,60,2018,1,0.0811465085863077
11,89,61,2018,1,0.0836007750730744
11,89,62,2018,1,0.0636602895176825
11,89,63,2018,1,0.20935875458243
11,89,864,2018,1,0.1392135263164476
11,90,653,2018,1,0.1677726892473246
11,90,654,2018,1,0.1131126283253826
11,90,655,2018,1,0.2202304498704007
11,90,656,2018,1,0.250113624939944
11,90,657,2018,1,0.1976355696736501
11,90,869,2018,1,0.1645256572969342
11,90,882,2018,1,0.2386720182316308
11,90,2042,2018,1,0.2466133038202921
11,90,2043,2018,1,0.2546973077420196
11,90,2107,2018,1,0.1834285706281662
11,90,2157,2018,1,0.1211840882897377
12,91,620,2018,1,0.1510215502106741
12,91,649,2018,1,0.0777658507178061
12,91,650,2018,1,0.097715972126394
12,91,651,2018,1,0.1358307682610804
12,91,1626,2018,1,0.0744889897408245
12,91,1627,2018,1,0.0898078624100829
12,91,1690,2018,1,0.1728153366937243
12,91,1964,2018,1,0.1236366764191658
12,91,1965,2018,1,0.170964493318286
12,91,2233,2018,1,0.0645234286785125
12,92,1688,2018,1,0.0742769892911733
12,92,1689,2018,1,0.1743883639546923
12,92,1691,2018,1,0.1528453569849225
12,92,1692,2018,1,0.1601096321181997
12,92,2145,2018,1,0.0951814427971839
12,92,2155,2018,1,0.0485488139092922
12,92,2170,2018,1,0.2932395040988922
12,92,2192,2018,1,0.0951814427971839
12,93,687,2018,1,0.0708909904431996
12,94,625,2018,1,0.163130134996939
12,94,627,2018,1,0.0848446042138412
12,94,628,2018,1,0.1109761604895958
12,95,618,2018,1,0.063221382410865
12,95,619,2018,1,0.1779645916922959
12,95,626,2018,1,0.1365839311877105
12,95,638,2018,1,0.1791035847661672
12,95,639,2018,1,0.235926278921274
12,95,645,2018,1,0.1722141947369866
12,95,884,2018,1,0.1148671708017025
12,96,631,2018,1,0.1991945005551413
12,96,632,2018,1,0.1453965229841783
12,96,633,2018,1,0.1254414076789167
12,96,634,2018,1,0.0519819636292178
12,96,635,2018,1,0.0941035052218224
12,96,636,2018,1,0.1777708812426495
12,96,637,2018,1,0.1341517280129825
10,97,386,2018,1,0.1238796818363773
10,97,388,2018,1,0.0944984305618155
10,97,435,2018,1,0.1535334586129363
10,97,684,2018,1,0.1381355132855896
10,97,685,2018,1,0.1777828167359686
10,97,686,2018,1,0.1295221796270343
10,97,1488,2018,1,0.1969708070544703
10,98,387,2018,1,0.1351057873327012
10,98,652,2018,1,0.1483784721570431
10,98,2060,2018,1,0.1171360510105433
10,98,2061,2018,1,0.1108792407364495
10,99,436,2018,1,0.2630061422075544
10,99,438,2018,1,0.1639144433796076
10,99,458,2018,1,0.1298367929648593
10,99,472,2018,1,0.1641452991229099
10,99,948,2018,1,0.160157945962502
10,99,1226,2018,1,0.1475355515786267
10,99,1227,2018,1,0.1863031645078917
10,99,1286,2018,1,0.1939815771384317
10,99,1287,2018,1,0.1297476844713237
10,99,1485,2018,1,0.1383026713165789
10,99,1486,2018,1,0.1444893433257136
10,99,1487,2018,1,0.248635906062714
10,99,1574,2018,1,0.1265410931632242
10,99,2203,2018,1,0.1584454476833343
10,99,2309,2018,1,0.1929591447114944
10,100,437,2018,1,0.2350404927658932
10,100,470,2018,1,0.1747103755409925
10,100,471,2018,1,0.1952977002119163
10,100,680,2018,1,0.124841503657473
10,100,855,2018,1,0.1168358820789265
10,100,856,2018,1,0.2383748545285553
10,100,857,2018,1,0.0999923853482601
10,101,389,2018,1,0.1259823132112536
10,101,390,2018,1,0.1628542354189116
10,101,391,2018,1,0.0993174598330543
10,101,446,2018,1,0.2447288246315663
10,101,834,2018,1,0.1271516416280314
10,101,949,2018,1,0.1260841076190655
10,101,1572,2018,1,0.1334544699357135
10,101,1573,2018,1,0.0653734330367056
10,101,1656,2018,1,0.0859828463868598
10,101,2297,2018,1,0.2361440658569336
10,102,877,2018,1,0.1526227724711436
10,103,448,2018,1,0.1051059312851498
10,103,449,2018,1,0.1229994528036448
10,103,450,2018,1,0.1036482406536321
10,103,451,2018,1,0.1000507594005968
10,103,452,2018,1,0.1901997770613595
10,103,453,2018,1,0.1999165734579396
10,103,468,2018,1,0.1425059550517314
10,103,469,2018,1,0.1909114471029448
10,103,670,2018,1,0.1669271288819574
10,103,960,2018,1,0.1473242169795821
10,103,1474,2018,1,0.1407311880687597
10,103,1475,2018,1,0.1485533997965264
10,104,447,2018,1,0.1451333852914663
10,104,671,2018,1,0.2383629189368981
10,104,679,2018,1,0.1344061775284377
10,104,2320,2018,1,0.1115434467792511
10,105,961,2018,1,0.1387219164744917
10,105,2062,2018,1,0.1687110835101085
10,106,1982,2018,1,0.1118609627700955
10,106,1983,2018,1,0.0884798892365429
10,106,2058,2018,1,0.1594404081151026
10,106,2059,2018,1,0.3264372429430019
10,107,401,2018,1,0.1111329386457919
10,107,461,2018,1,0.0841379641088222
10,107,464,2018,1,0.1042549029420976
10,107,465,2018,1,0.1595783590156341
10,107,964,2018,1,0.202584120685477
10,107,1754,2018,1,0.113783139165439
10,107,1755,2018,1,0.2176685287802819
10,107,1756,2018,1,0.1782928387940084
10,107,1979,2018,1,0.2116666238658366
10,107,1980,2018,1,0.0523212855355888
10,107,1981,2018,1,0.1174359391924202
10,108,392,2018,1,0.0880956537052812
10,108,393,2018,1,0.2006961747043514
10,108,459,2018,1,0.0396381781353213
10,108,460,2018,1,0.0392139788027162
10,108,962,2018,1,0.1153159927832515
10,108,1516,2018,1,0.0655590515855907
10,108,1517,2018,1,0.0599664562153366
10,108,2263,2018,1,0.0530401021242141
10,108,2269,2018,1,0.3636540472507477
10,109,418,2018,1,0.1684433396729066
10,109,421,2018,1,0.0926461883347397
10,109,439,2018,1,0.144734141031901
10,109,440,2018,1,0.1466279768351159
10,109,456,2018,1,0.1371796490394906
10,109,457,2018,1,0.1320419148676169
10,109,1191,2018,1,0.042164672344813
10,109,1214,2018,1,0.0799124918653813
10,109,1634,2018,1,0.1506763557334999
10,109,1655,2018,1,0.1352146763170355
10,109,2085,2018,1,0.4143598675727844
10,110,410,2018,1,0.1564567733379307
10,110,411,2018,1,0.0916855361435439
10,110,412,2018,1,0.130124724607697
10,110,413,2018,1,0.2258215923698581
10,110,414,2018,1,0.1185361935759864
10,110,419,2018,1,0.2885628232973303
10,110,426,2018,1,0.2064477700211427
10,110,441,2018,1,0.2563516103548069
10,110,951,2018,1,0.1136055170103561
10,110,1633,2018,1,0.1065572102864583
10,110,1907,2018,1,0.15213888091159
10,110,1908,2018,1,0.1287384758948145
10,110,2041,2018,1,0.0800726477867085
10,110,2323,2018,1,0.0648997649550437
10,111,427,2018,1,0.2690204379708971
10,111,428,2018,1,0.1968475475645902
10,111,443,2018,1,0.2473222417203802
10,111,1632,2018,1,0.1814545493736575
10,112,420,2018,1,0.1290037994384765
10,112,442,2018,1,0.2647412283140569
10,112,444,2018,1,0.1769368388111752
10,112,445,2018,1,0.173030683386181
10,112,2056,2018,1,0.230629404813158
10,112,2057,2018,1,0.0885367552086942
10,113,402,2018,1,0.0670244219499931
10,113,429,2018,1,0.2038981434730553
10,113,430,2018,1,0.0721185948419866
10,113,433,2018,1,0.220895098216498
10,113,963,2018,1,0.075143856974043
10,114,394,2018,1,0.0613296372549874
10,114,422,2018,1,0.1907039611570296
10,114,423,2018,1,0.1147576722349254
10,114,424,2018,1,0.1181451437410021
10,114,425,2018,1,0.1422581041712564
10,114,431,2018,1,0.0859236172540393
10,114,462,2018,1,0.1587938409429909
10,114,463,2018,1,0.1877757792570153
10,114,677,2018,1,0.0686527414524808
10,115,395,2018,1,0.0505851730704307
10,115,397,2018,1,0.1169726687322815
10,115,398,2018,1,0.0660678103671638
10,115,616,2018,1,0.1160247646100098
10,115,617,2018,1,0.0894875333282461
10,116,396,2018,1,0.0915576994187173
10,116,399,2018,1,0.1871124196108387
10,116,400,2018,1,0.1622907781697673
10,116,432,2018,1,0.1544096725225161
10,116,932,2018,1,0.2983267071115897
10,116,933,2018,1,0.1732004227176789
10,116,1639,2018,1,0.2538717501539284
10,116,1640,2018,1,0.1421459621853298
10,116,1644,2018,1,0.1863308468380489
10,117,415,2018,1,0.0696780130891996
10,117,416,2018,1,0.1587904045380741
10,117,417,2018,1,0.1385274435077793
10,117,1635,2018,1,0.1088565864948311
10,117,1636,2018,1,0.1487432502838502
10,117,1645,2018,1,0.2279128700037329
10,117,1646,2018,1,0.1345979156101883
10,117,1670,2018,1,0.1899941147014659
10,117,1671,2018,1,0.1366407038492449
10,117,2290,2018,1,0.2461706846952438
9,119,434,2018,1,0.0605885987020395
9,119,1063,2018,1,0.057076185177534
9,119,1064,2018,1,0.0695003557544493
9,119,1065,2018,1,0.074310270406432
9,119,1280,2018,1,0.0852496460241743
9,119,1281,2018,1,0.0542443257457805
9,119,1283,2018,1,0.0619669280596227
9,119,1429,2018,1,0.0859166419151986
9,119,1431,2018,1,0.0581883776007224
9,119,1704,2018,1,0.055868547870064
9,119,1984,2018,1,0.0568059549544946
9,119,1985,2018,1,0.0652931833821178
9,119,2230,2018,1,0.0580598637461662
9,120,1479,2018,1,0.0749382587601047
9,120,1480,2018,1,0.0753158380597347
9,120,2229,2018,1,0.0737422481179237
10,121,372,2018,1,0.0875691669743235
10,121,373,2018,1,0.0856444670422242
10,121,374,2018,1,0.0942632501775568
10,121,375,2018,1,0.2654479798816499
10,121,376,2018,1,0.092185460966961
10,121,377,2018,1,0.0971040242715057
10,121,378,2018,1,0.0934127116452526
10,121,379,2018,1,0.1091117779247945
10,121,380,2018,1,0.148675873523622
10,121,385,2018,1,0.0755916755356474
10,121,467,2018,1,0.0902569593019848
10,121,1263,2018,1,0.196080812866825
10,121,1264,2018,1,0.1602030196216961
10,121,1265,2018,1,0.0668051607468549
10,121,1266,2018,1,0.0963703494257381
10,121,1267,2018,1,0.0966689081356701
10,121,1268,2018,1,0.2484233235885483
10,121,1492,2018,1,0.1037140869453225
10,121,1923,2018,1,0.1921750615524813
10,121,1924,2018,1,0.2924951781504142
10,121,2092,2018,1,0.6561721563339233
10,121,2147,2018,1,0.1139611601829528
10,121,2159,2018,1,0.0574382543563842
10,121,2219,2018,1,0.0029970030300319
10,121,2224,2018,1,0.02101213298738
10,121,2239,2018,1,0.0363440103828907
10,121,2276,2018,1,0.0858244970440864
10,121,2314,2018,1,0.1975625455379486
10,122,381,2018,1,0.0879681321228442
10,122,931,2018,1,0.06855166781772
10,122,996,2018,1,0.3567257635813337
10,122,997,2018,1,0.3335123710990842
10,122,1003,2018,1,0.1357627864119132
10,122,1471,2018,1,0.1376191186514309
10,122,1493,2018,1,0.0909162248883928
10,122,1494,2018,1,0.0759843941073557
10,122,1495,2018,1,0.0785609024745707
10,122,1497,2018,1,0.070363765610362
10,122,2127,2018,1,0.7219078540802002
10,122,2283,2018,1,0.3488059341907501
10,123,371,2018,1,0.2107053969453087
10,123,1825,2018,1,0.0701871558801451
10,123,1826,2018,1,0.1428975266274368
10,124,466,2018,1,0.1469691658792225
10,124,1006,2018,1,0.1605886145953955
10,124,1638,2018,1,0.1703045216749021
10,124,1641,2018,1,0.1458191084341839
10,124,1642,2018,1,0.2173851154468677
10,124,1643,2018,1,0.195192172635373
10,125,383,2018,1,0.0614590015139834
10,125,1395,2018,1,0.0700910263421643
10,125,1472,2018,1,0.1724352506522424
10,126,382,2018,1,0.0810683084190438
10,126,384,2018,1,0.102282974746201
10,126,1393,2018,1,0.0548985970986856
10,126,1394,2018,1,0.0617916255708207
10,126,1400,2018,1,0.0880162464878768
10,126,1496,2018,1,0.0871141692076663
10,127,995,2018,1,0.085679255461174
10,127,1089,2018,1,0.0571933228676584
10,127,1282,2018,1,0.0739964243274388
10,127,1392,2018,1,0.0974159600599756
10,127,1684,2018,1,0.0664138032697521
10,127,1734,2018,1,0.1026023964151885
10,127,1736,2018,1,0.1375571912089095
10,127,1887,2018,1,0.0583703017269812
10,127,2185,2018,1,0.0653477236628532
10,127,2275,2018,1,0.0571198724210262
10,128,1062,2018,1,0.0592837448733741
10,128,1070,2018,1,0.0662123178003533
10,128,1213,2018,1,0.0695127658150647
10,128,1271,2018,1,0.0684502950528772
10,128,1272,2018,1,0.0643774709393901
10,128,1273,2018,1,0.0527877269493748
10,128,1274,2018,1,0.0597159795302459
10,128,1275,2018,1,0.0517749369470148
10,128,1276,2018,1,0.0571680207989306
10,128,1277,2018,1,0.0651208418834058
10,128,1278,2018,1,0.0639009632350166
10,128,1279,2018,1,0.0557600853525993
10,128,1292,2018,1,0.0806292959518484
10,128,1293,2018,1,0.0892758245815556
10,128,1428,2018,1,0.0539453497343656
10,128,1430,2018,1,0.0711114874118711
10,128,1735,2018,1,0.2136256911537864
10,128,2096,2018,1,0.0503889061510562
10,128,2186,2018,1,0.0292639676481485
10,128,2194,2018,1,0.0198874287307262
10,128,2236,2018,1,0.0912802591919899
10,128,2306,2018,1,0.0396659709513187
9,129,585,2018,1,0.072344217300415
9,129,603,2018,1,0.0938276459899129
9,129,668,2018,1,0.0742056335449218
9,129,669,2018,1,0.0851831970449053
9,129,831,2018,1,0.0872976705330569
9,129,934,2018,1,0.0851928378463885
9,129,936,2018,1,0.0895989291215291
9,129,952,2018,1,0.0829407421510611
9,129,953,2018,1,0.091037575968631
9,129,1759,2018,1,0.0446248444371253
9,129,1760,2018,1,0.0671581852291549
9,129,2248,2018,1,0.052170742303133
9,130,550,2018,1,0.1833407992408389
9,130,551,2018,1,0.2116509075312651
9,130,552,2018,1,0.1882385201107672
9,130,553,2018,1,0.1857947692871093
9,130,554,2018,1,0.1465665883031384
9,130,556,2018,1,0.1643182547122187
9,130,935,2018,1,0.1397603982742356
9,130,956,2018,1,0.0841180364210271
9,130,1090,2018,1,0.1481713274986724
9,130,1435,2018,1,0.0876298084138089
9,130,1478,2018,1,0.0768868568295338
9,130,1603,2018,1,0.1616611649504805
9,130,1663,2018,1,0.1065701078578822
9,130,1893,2018,1,0.0829372222253582
9,130,1894,2018,1,0.0633880833217075
9,130,2142,2018,1,0.0924092382192611
9,130,2295,2018,1,0.0497140325605869
9,131,555,2018,1,0.1209086100260416
9,131,586,2018,1,0.105867871812954
9,131,1362,2018,1,0.1032207509413122
9,131,1367,2018,1,0.1578465811214091
9,131,1368,2018,1,0.2618547634548611
9,131,1369,2018,1,0.1335624972818351
9,131,1669,2018,1,0.0863654480085232
9,131,2136,2018,1,0.1850367337465286
9,132,1363,2018,1,0.0529462923256189
9,132,1364,2018,1,0.049509066512532
9,132,1365,2018,1,0.0526928519182664
9,132,1366,2018,1,0.0576604139176301
9,132,2119,2018,1,0.0551290996372699
9,132,2152,2018,1,0.0172357726842165
9,133,521,2018,1,0.5831129013135203
9,133,522,2018,1,0.5700325083660982
9,133,530,2018,1,0.6436300579154854
9,133,532,2018,1,0.4762765326274562
9,133,533,2018,1,0.5861906918526271
9,133,534,2018,1,0.53529679111442
9,133,535,2018,1,0.5464151466758475
9,133,536,2018,1,0.6078245762674901
9,133,537,2018,1,0.5761172044047236
9,133,539,2018,1,0.6747756590832898
